window_id,link_type,source_id,target_id,source_domain,target_domain,start_index,end_index_exclusive,start_time_utc,end_time_utc,duration_seconds,sample_count,mean_range_km,min_range_km,max_range_km,transmission_rate_mbps,generation_config_sha256,selection_rule,symmetrization_rule,selected_by_source,earth_clearance_min_km,boundary_source
IDL-000792,IDL,os03,ns01,observation,navigation,645,698,2025-01-01T05:22:30.000000Z,2025-01-01T05:49:00.000000Z,1590.000000000,53,22016.968750000,21153.640625000,24077.892578125,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,700.755798340,sampled
IDL-000793,IDL,os03,ns01,observation,navigation,873,924,2025-01-01T07:16:30.000000Z,2025-01-01T07:42:00.000000Z,1530.000000000,51,22120.146484375,21299.144531250,24191.410156250,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,712.624023438,sampled
IDL-000794,IDL,os03,ns01,observation,navigation,1108,1143,2025-01-01T09:14:00.000000Z,2025-01-01T09:31:30.000000Z,1050.000000000,35,23398.603515625,23166.234375000,23992.373046875,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,709.233093262,sampled
IDL-000795,IDL,os03,ns01,observation,navigation,1329,1374,2025-01-01T11:04:30.000000Z,2025-01-01T11:27:00.000000Z,1350.000000000,45,22553.722656250,21900.501953125,24279.705078125,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,701.674682617,sampled
IDL-000796,IDL,os03,ns01,observation,navigation,1551,1607,2025-01-01T12:55:30.000000Z,2025-01-01T13:23:30.000000Z,1680.000000000,56,21770.392578125,20803.953125000,23698.175781250,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,695.941894531,sampled
IDL-000797,IDL,os03,ns01,observation,navigation,1787,1827,2025-01-01T14:53:30.000000Z,2025-01-01T15:13:30.000000Z,1200.000000000,40,22994.105468750,22504.818359375,24293.994140625,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,695.952880859,sampled
IDL-000798,IDL,os03,ns01,observation,navigation,2013,2051,2025-01-01T16:46:30.000000Z,2025-01-01T17:05:30.000000Z,1140.000000000,38,23182.857421875,22788.292968750,24244.779296875,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,696.644958496,sampled
IDL-000799,IDL,os03,ns01,observation,navigation,2232,2288,2025-01-01T18:36:00.000000Z,2025-01-01T19:04:00.000000Z,1680.000000000,56,21899.109375000,20938.947265625,23983.138671875,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,702.423400879,sampled
IDL-000800,IDL,os03,ns01,observation,navigation,2463,2511,2025-01-01T20:31:30.000000Z,2025-01-01T20:55:30.000000Z,1440.000000000,48,22364.724609375,21637.031250000,24263.650390625,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,712.923522949,sampled
IDL-000801,IDL,os03,ns01,observation,navigation,2696,2731,2025-01-01T22:28:00.000000Z,2025-01-01T22:45:30.000000Z,1050.000000000,35,23437.654296875,23229.703125000,23852.156250000,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,707.921691895,sampled
IDL-000802,IDL,os03,ns02,observation,navigation,19,54,2025-01-01T00:09:30.000000Z,2025-01-01T00:27:00.000000Z,1050.000000000,35,23380.361328125,23135.697265625,24024.076171875,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,695.744873047,sampled
IDL-000803,IDL,os03,ns02,observation,navigation,240,284,2025-01-01T02:00:00.000000Z,2025-01-01T02:22:00.000000Z,1320.000000000,44,22613.736328125,21980.558593750,24291.908203125,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,697.913757324,sampled
IDL-000804,IDL,os03,ns02,observation,navigation,461,518,2025-01-01T03:50:30.000000Z,2025-01-01T04:19:00.000000Z,1710.000000000,57,21827.910156250,20833.900390625,23742.835937500,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,706.237121582,sampled
IDL-000805,IDL,os03,ns02,observation,navigation,698,738,2025-01-01T05:49:00.000000Z,2025-01-01T06:09:00.000000Z,1200.000000000,40,22979.505859375,22464.148437500,24336.265625000,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,711.399108887,sampled
IDL-000806,IDL,os03,ns02,observation,navigation,924,961,2025-01-01T07:42:00.000000Z,2025-01-01T08:00:30.000000Z,1110.000000000,37,23200.871093750,22829.796875000,24199.410156250,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,705.663879395,sampled
IDL-000807,IDL,os03,ns02,observation,navigation,1143,1198,2025-01-01T09:31:30.000000Z,2025-01-01T09:59:00.000000Z,1650.000000000,55,21861.583984375,20926.521484375,23954.923828125,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,697.130310059,sampled
IDL-000808,IDL,os03,ns02,observation,navigation,1374,1422,2025-01-01T11:27:00.000000Z,2025-01-01T11:51:00.000000Z,1440.000000000,48,22296.333984375,21552.816406250,24238.238281250,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,695.907287598,sampled
IDL-000809,IDL,os03,ns02,observation,navigation,1607,1642,2025-01-01T13:23:30.000000Z,2025-01-01T13:41:00.000000Z,1050.000000000,35,23435.974609375,23227.427734375,23820.603515625,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,695.930297852,sampled
IDL-000810,IDL,os03,ns02,observation,navigation,1827,1875,2025-01-01T15:13:30.000000Z,2025-01-01T15:37:30.000000Z,1440.000000000,48,22333.458984375,21598.246093750,24252.515625000,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,699.211303711,sampled
IDL-000811,IDL,os03,ns02,observation,navigation,2051,2106,2025-01-01T17:05:30.000000Z,2025-01-01T17:33:00.000000Z,1650.000000000,55,21892.376953125,20957.171875000,24000.253906250,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,709.264709473,sampled
IDL-000812,IDL,os03,ns02,observation,navigation,2288,2325,2025-01-01T19:04:00.000000Z,2025-01-01T19:22:30.000000Z,1110.000000000,37,23206.820312500,22824.488281250,24233.199218750,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,710.275817871,sampled
IDL-000813,IDL,os03,ns02,observation,navigation,2511,2551,2025-01-01T20:55:30.000000Z,2025-01-01T21:15:30.000000Z,1200.000000000,40,22971.078125000,22467.826171875,24300.880859375,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,703.977233887,sampled
IDL-000814,IDL,os03,ns02,observation,navigation,2731,2788,2025-01-01T22:45:30.000000Z,2025-01-01T23:14:00.000000Z,1710.000000000,57,21792.660156250,20796.175781250,23695.363281250,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,696.406250000,sampled
IDL-000815,IDL,os03,ns03,observation,navigation,54,109,2025-01-01T00:27:00.000000Z,2025-01-01T00:54:30.000000Z,1650.000000000,55,21917.755859375,20992.089843750,23978.568359375,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,701.633911133,sampled
IDL-000816,IDL,os03,ns03,observation,navigation,284,333,2025-01-01T02:22:00.000000Z,2025-01-01T02:46:30.000000Z,1470.000000000,49,22293.894531250,21530.511718750,24273.615234375,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,713.514770508,sampled
IDL-000817,IDL,os03,ns03,observation,navigation,518,552,2025-01-01T04:19:00.000000Z,2025-01-01T04:36:00.000000Z,1020.000000000,34,23424.828125000,23228.128906250,23812.275390625,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,708.707702637,sampled
IDL-000818,IDL,os03,ns03,observation,navigation,738,785,2025-01-01T06:09:00.000000Z,2025-01-01T06:32:30.000000Z,1410.000000000,47,22343.298828125,21626.476562500,24223.500000000,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,700.607604980,sampled
IDL-000819,IDL,os03,ns03,observation,navigation,961,1017,2025-01-01T08:00:30.000000Z,2025-01-01T08:28:30.000000Z,1680.000000000,56,21858.128906250,20891.955078125,23965.541015625,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,695.859680176,sampled
IDL-000820,IDL,os03,ns03,observation,navigation,1198,1236,2025-01-01T09:59:00.000000Z,2025-01-01T10:18:00.000000Z,1140.000000000,38,23164.476562500,22761.914062500,24244.380859375,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,695.883300781,sampled
IDL-000821,IDL,os03,ns03,observation,navigation,1422,1461,2025-01-01T11:51:00.000000Z,2025-01-01T12:10:30.000000Z,1170.000000000,39,23020.421875000,22536.705078125,24297.818359375,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,696.973083496,sampled
IDL-000822,IDL,os03,ns03,observation,navigation,1642,1698,2025-01-01T13:41:00.000000Z,2025-01-01T14:09:00.000000Z,1680.000000000,56,21810.412109375,20849.050781250,23715.625000000,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,703.776733398,sampled
IDL-000823,IDL,os03,ns03,observation,navigation,1875,1920,2025-01-01T15:37:30.000000Z,2025-01-01T16:00:00.000000Z,1350.000000000,45,22567.722656250,21905.177734375,24318.281250000,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,712.424255371,sampled
IDL-000824,IDL,os03,ns03,observation,navigation,2106,2141,2025-01-01T17:33:00.000000Z,2025-01-01T17:50:30.000000Z,1050.000000000,35,23397.222656250,23170.181640625,23962.746093750,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,707.179748535,sampled
IDL-000825,IDL,os03,ns03,observation,navigation,2325,2376,2025-01-01T19:22:30.000000Z,2025-01-01T19:48:00.000000Z,1530.000000000,51,22097.191406250,21280.701171875,24149.433593750,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,698.892578125,sampled
IDL-000826,IDL,os03,ns03,observation,navigation,2551,2604,2025-01-01T21:15:30.000000Z,2025-01-01T21:42:00.000000Z,1590.000000000,53,21976.320312500,21106.027343750,24061.238281250,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,696.046997070,sampled
IDL-000827,IDL,os03,ns03,observation,navigation,2788,2823,2025-01-01T23:14:00.000000Z,2025-01-01T23:31:30.000000Z,1050.000000000,35,23331.232421875,23054.306640625,24082.933593750,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,696.070800781,sampled
IDL-000828,IDL,os03,ns04,observation,navigation,109,147,2025-01-01T00:54:30.000000Z,2025-01-01T01:13:30.000000Z,1140.000000000,38,23152.453125000,22724.693359375,24290.626953125,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,710.877807617,sampled
IDL-000829,IDL,os03,ns04,observation,navigation,333,372,2025-01-01T02:46:30.000000Z,2025-01-01T03:06:00.000000Z,1170.000000000,39,23039.541015625,22581.376953125,24257.166015625,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,704.649291992,sampled
IDL-000830,IDL,os03,ns04,observation,navigation,552,609,2025-01-01T04:36:00.000000Z,2025-01-01T05:04:30.000000Z,1710.000000000,57,21821.533203125,20823.441406250,23861.755859375,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,696.444763184,sampled
IDL-000831,IDL,os03,ns04,observation,navigation,785,831,2025-01-01T06:32:30.000000Z,2025-01-01T06:55:30.000000Z,1380.000000000,46,22502.121093750,21820.482421875,24299.501953125,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,695.836425781,sampled
IDL-000832,IDL,os03,ns04,observation,navigation,1017,1051,2025-01-01T08:28:30.000000Z,2025-01-01T08:45:30.000000Z,1020.000000000,34,23401.357421875,23188.441406250,23927.341796875,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,695.924987793,sampled
IDL-000833,IDL,os03,ns04,observation,navigation,1236,1286,2025-01-01T10:18:00.000000Z,2025-01-01T10:43:00.000000Z,1500.000000000,50,22150.955078125,21358.451171875,24172.005859375,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,699.945678711,sampled
IDL-000834,IDL,os03,ns04,observation,navigation,1461,1515,2025-01-01T12:10:30.000000Z,2025-01-01T12:37:30.000000Z,1620.000000000,54,21999.408203125,21106.003906250,24097.462890625,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,710.639648438,sampled
IDL-000835,IDL,os03,ns04,observation,navigation,1698,1734,2025-01-01T14:09:00.000000Z,2025-01-01T14:27:00.000000Z,1080.000000000,36,23324.472656250,23026.451171875,24133.148437500,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,709.755554199,sampled
IDL-000836,IDL,os03,ns04,observation,navigation,1920,1962,2025-01-01T16:00:00.000000Z,2025-01-01T16:21:00.000000Z,1260.000000000,42,22769.240234375,22185.656250000,24307.214843750,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,702.955932617,sampled
IDL-000837,IDL,os03,ns04,observation,navigation,2141,2198,2025-01-01T17:50:30.000000Z,2025-01-01T18:19:00.000000Z,1710.000000000,57,21771.414062500,20772.646484375,23624.023437500,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,696.096191406,sampled
IDL-000838,IDL,os03,ns04,observation,navigation,2376,2418,2025-01-01T19:48:00.000000Z,2025-01-01T20:09:00.000000Z,1260.000000000,42,22795.646484375,22224.689453125,24305.433593750,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,696.022949219,sampled
IDL-000839,IDL,os03,ns04,observation,navigation,2604,2640,2025-01-01T21:42:00.000000Z,2025-01-01T22:00:00.000000Z,1080.000000000,36,23308.675781250,22998.916015625,24151.253906250,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,696.411804199,sampled
IDL-000840,IDL,os03,ns04,observation,navigation,2823,2877,2025-01-01T23:31:30.000000Z,2025-01-01T23:58:30.000000Z,1620.000000000,54,21978.109375000,21080.861328125,24081.064453125,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,701.522888184,sampled
IDL-000841,IDL,os03,ns05,observation,navigation,147,197,2025-01-01T01:13:30.000000Z,2025-01-01T01:38:30.000000Z,1500.000000000,50,22158.339843750,21376.349609375,24144.996093750,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,699.324157715,sampled
IDL-000842,IDL,os03,ns05,observation,navigation,372,426,2025-01-01T03:06:00.000000Z,2025-01-01T03:33:00.000000Z,1620.000000000,54,21936.830078125,21032.437500000,24063.240234375,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,695.791015625,sampled
IDL-000843,IDL,os03,ns05,observation,navigation,609,645,2025-01-01T05:04:30.000000Z,2025-01-01T05:22:30.000000Z,1080.000000000,36,23295.132812500,22978.781250000,24154.562500000,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,695.813537598,sampled
IDL-000844,IDL,os03,ns05,observation,navigation,831,873,2025-01-01T06:55:30.000000Z,2025-01-01T07:16:30.000000Z,1260.000000000,42,22822.974609375,22261.453125000,24312.361328125,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,697.396484375,sampled
IDL-000845,IDL,os03,ns05,observation,navigation,1051,1108,2025-01-01T08:45:30.000000Z,2025-01-01T09:14:00.000000Z,1710.000000000,57,21809.230468750,20814.158203125,23639.687500000,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,704.783386230,sampled
IDL-000846,IDL,os03,ns05,observation,navigation,1286,1329,2025-01-01T10:43:00.000000Z,2025-01-01T11:04:30.000000Z,1290.000000000,43,22777.582031250,22185.875000000,24344.214843750,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,711.915222168,sampled
IDL-000847,IDL,os03,ns05,observation,navigation,1515,1551,2025-01-01T12:37:30.000000Z,2025-01-01T12:55:30.000000Z,1080.000000000,36,23320.929687500,23032.253906250,24101.306640625,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,706.428833008,sampled
IDL-000848,IDL,os03,ns05,observation,navigation,1734,1787,2025-01-01T14:27:00.000000Z,2025-01-01T14:53:30.000000Z,1590.000000000,53,21955.916015625,21081.310546875,24053.791015625,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,697.960937500,sampled
IDL-000849,IDL,os03,ns05,observation,navigation,1962,2013,2025-01-01T16:21:00.000000Z,2025-01-01T16:46:30.000000Z,1530.000000000,51,22121.554687500,21311.378906250,24156.251953125,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,695.975891113,sampled
IDL-000850,IDL,os03,ns05,observation,navigation,2198,2232,2025-01-01T18:19:00.000000Z,2025-01-01T18:36:00.000000Z,1020.000000000,34,23396.675781250,23181.160156250,23938.300781250,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,695.999267578,sampled
IDL-000851,IDL,os03,ns05,observation,navigation,2418,2463,2025-01-01T20:09:00.000000Z,2025-01-01T20:31:30.000000Z,1350.000000000,45,22535.798828125,21863.650390625,24311.791015625,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,698.559204102,sampled
IDL-000852,IDL,os03,ns05,observation,navigation,2640,2696,2025-01-01T22:00:00.000000Z,2025-01-01T22:28:00.000000Z,1680.000000000,56,21819.009765625,20859.035156250,23732.576171875,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,707.430664062,sampled
IDL-000853,IDL,os03,ns05,observation,navigation,2877,2881,2025-01-01T23:58:30.000000Z,2025-01-02T00:00:00.000000Z,90.000000000,4,22802.261718750,22732.980468750,22876.619140625,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os03,716.789794922,sampled
IDL-000854,IDL,os04,ns01,observation,navigation,0,14,2025-01-01T00:00:00.000000Z,2025-01-01T00:07:00.000000Z,420.000000000,14,22442.212890625,21576.097656250,23441.050781250,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os04,696.076110840,sampled
IDL-000855,IDL,os04,ns01,observation,navigation,192,235,2025-01-01T01:36:00.000000Z,2025-01-01T01:57:30.000000Z,1290.000000000,43,22675.064453125,22054.472656250,24313.201171875,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,695.766723633,sampled
IDL-000856,IDL,os04,ns01,observation,navigation,421,456,2025-01-01T03:30:30.000000Z,2025-01-01T03:48:00.000000Z,1050.000000000,35,23357.251953125,23095.158203125,24063.255859375,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,695.963012695,sampled
IDL-000857,IDL,os04,ns01,observation,navigation,640,692,2025-01-01T05:20:00.000000Z,2025-01-01T05:46:00.000000Z,1560.000000000,52,22033.048828125,21186.777343750,24115.203125000,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,700.545104980,sampled
IDL-000858,IDL,os04,ns01,observation,navigation,867,919,2025-01-01T07:13:30.000000Z,2025-01-01T07:39:30.000000Z,1560.000000000,52,22097.529296875,21262.826171875,24155.648437500,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,712.076843262,sampled
IDL-000859,IDL,os04,ns01,observation,navigation,1103,1138,2025-01-01T09:11:30.000000Z,2025-01-01T09:29:00.000000Z,1050.000000000,35,23386.451171875,23147.279296875,24010.037109375,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,709.370849609,sampled
IDL-000860,IDL,os04,ns01,observation,navigation,1324,1368,2025-01-01T11:02:00.000000Z,2025-01-01T11:24:00.000000Z,1320.000000000,44,22596.646484375,21949.755859375,24303.583984375,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,702.046142578,sampled
IDL-000861,IDL,os04,ns01,observation,navigation,1546,1602,2025-01-01T12:53:00.000000Z,2025-01-01T13:21:00.000000Z,1680.000000000,56,21761.062500000,20794.576171875,23662.224609375,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,695.954528809,sampled
IDL-000862,IDL,os04,ns01,observation,navigation,1782,1822,2025-01-01T14:51:00.000000Z,2025-01-01T15:11:00.000000Z,1200.000000000,40,22957.621093750,22456.916015625,24284.152343750,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,695.952148438,sampled
IDL-000863,IDL,os04,ns01,observation,navigation,2008,2045,2025-01-01T16:44:00.000000Z,2025-01-01T17:02:30.000000Z,1110.000000000,37,23212.843750000,22828.767578125,24243.806640625,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,696.564392090,sampled
IDL-000864,IDL,os04,ns01,observation,navigation,2227,2282,2025-01-01T18:33:30.000000Z,2025-01-01T19:01:00.000000Z,1650.000000000,55,21897.277343750,20960.351562500,24021.212890625,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,702.194458008,sampled
IDL-000865,IDL,os04,ns01,observation,navigation,2458,2506,2025-01-01T20:29:00.000000Z,2025-01-01T20:53:00.000000Z,1440.000000000,48,22324.500000000,21592.210937500,24233.064453125,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,713.055480957,sampled
IDL-000866,IDL,os04,ns01,observation,navigation,2691,2726,2025-01-01T22:25:30.000000Z,2025-01-01T22:43:00.000000Z,1050.000000000,35,23438.468750000,23231.007812500,23823.644531250,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,708.056152344,sampled
IDL-000867,IDL,os04,ns02,observation,navigation,14,49,2025-01-01T00:07:00.000000Z,2025-01-01T00:24:30.000000Z,1050.000000000,35,23366.126953125,23113.494140625,24039.615234375,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,695.744140625,sampled
IDL-000868,IDL,os04,ns02,observation,navigation,235,279,2025-01-01T01:57:30.000000Z,2025-01-01T02:19:30.000000Z,1320.000000000,44,22655.203125000,22029.369140625,24314.410156250,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,697.767639160,sampled
